,Unnamed: 0,level_0,level_1,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Ticker,Industry,roce_rank,ticker,coef,r_squared,std,coef_rank,std_rank,average_score,final_score
221,3545,CEG,Return on Capital Employed,0.0274,0.0445,0.0205,0.0923,0.0166,0.0496,0.0279,0.0112,-0.0074,0.0656,,CEG,Utilities,553.0,CEG,0.0,0.020552961907558176,0.02746619012531589,387.5,238.0,138.24166666666667,412.0
222,3561,CFLT,Return on Capital Employed,,,,,,-1.0402,-0.6922,-0.1703,-0.2409,-0.2041,,CFLT,Information Technology,913.0,CFLT,,,0.3427855107789709,,897.0,,
223,3577,CNM,Return on Capital Employed,,,,,,0.056,0.0579,0.104,0.1853,0.1271,,CNM,Industrials,311.5,CNM,,,0.04806514745634304,,453.0,,
224,3593,COO,Return on Capital Employed,0.0753,0.0596,0.0814,0.0958,0.0744,0.1056,0.0529,0.058,0.0522,0.0485,,COO,Health Care,641.0,COO,-0.0030757575759101582,0.22736424898308494,0.018527549757050985,573.0,156.0,176.95000000000002,586.0
225,3609,COP,Return on Capital Employed,0.1103,-0.0668,-0.0473,-0.019,0.176,0.1664,-0.0364,0.176,0.3616,0.2037,,COP,Energy,148.0,COP,0.029661212122611826,0.40895963639334165,0.13322190698229777,39.0,790.0,61.449999999999996,82.0
226,3625,COST,Return on Capital Employed,0.1762,0.2243,0.2118,0.2195,0.2179,0.2197,0.1781,0.2273,0.2464,0.2442,,COST,Consumer Staples,104.0,COST,0.004374545454759278,0.3169779722997904,0.022317490898396266,179.0,189.0,52.666666666666664,40.0
227,3641,COTY,Return on Capital Employed,-0.0015,0.0622,0.0378,-0.0247,0.0038,-0.2469,-0.0932,-0.0004,0.0679,0.0955,0.046,COTY,Consumer Staples,421.0,COTY,0.0,0.0024224445790340665,0.09397398842232886,387.5,711.0,148.69166666666666,470.0
228,3657,CPAY,Return on Capital Employed,0.0911,0.095,0.1016,0.1237,0.1633,0.1384,0.1401,0.1507,0.179,0.1935,,CPAY,Financials,162.0,CPAY,0.01078424242474199,0.860980929662774,0.03338257629362958,113.0,320.0,52.916666666666664,41.0
229,3673,CPNG,Return on Capital Employed,,,,,-9.2561,-0.4452,-0.2749,-0.3839,-0.0148,0.0932,,CPNG,Consumer Discretionary,431.5,CPNG,,,3.378524141996851,,929.0,,
230,3689,CPRT,Return on Capital Employed,0.2208,0.2207,0.306,0.276,0.2864,0.3189,0.2645,0.2758,0.2789,0.2594,0.2386,CPRT,Industrials,88.0,CPRT,0.0,0.120689551061681,0.03015507254177977,387.5,273.0,93.49166666666667,168.0
231,3705,CR,Return on Capital Employed,0.1138,0.1344,0.0687,0.1462,0.1401,0.0616,0.0792,0.1531,0.2117,0.1831,,CR,Industrials,177.0,CR,0.007923030303398968,0.23882697868416547,0.04656682187996084,142.0,437.0,65.58333333333333,98.0
232,3721,CROX,Return on Capital Employed,-0.0119,-0.1673,-0.0153,0.0493,0.2325,0.2657,0.2584,0.5926,0.2214,0.263,,CROX,Consumer Discretionary,83.0,CROX,0.053909090911628856,0.5898011514250074,0.2016211903545855,17.0,863.0,54.56666666666666,48.5
233,3737,CSGP,Return on Capital Employed,0.0414,0.0062,0.0723,0.0638,0.0908,0.1079,0.0412,0.063,0.0646,0.0845,,CSGP,Industrials,469.0,CSGP,0.004239393939593422,0.19755006711712664,0.027396315445694517,180.0,235.0,91.64999999999999,162.0
234,3753,CTRA,Return on Capital Employed,0.0215,-0.018,-0.1174,-0.0357,0.1972,0.2249,0.0715,0.0837,0.2763,0.1157,,CTRA,Energy,349.0,CTRA,0.025834545455763136,0.3933969565405683,0.11830750652431146,45.0,773.0,81.8,137.0
235,3769,CTVA,Return on Capital Employed,,,,-0.0033,-0.137,-0.0053,0.0189,0.0705,0.0451,0.0344,,CTVA,Materials,707.0,CTVA,,,0.06242167009908646,,575.0,,
236,3785,CUZ,Return on Capital Employed,0.0317,0.0274,-0.0,0.0182,0.0257,0.0121,0.0436,0.0493,0.0336,0.0266,,CUZ,Real Estate,751.0,CUZ,0.0018581818182677268,0.15244235513351578,0.013669806143468164,208.0,106.0,118.53333333333332,293.0
237,3801,CXT,Return on Capital Employed,,0.1349,0.0687,0.1462,0.14,0.0619,0.0792,0.1487,0.212,0.1618,,CXT,Industrials,212.0,CXT,,,0.046447942452004176,,436.0,,
238,3817,GLW,Return on Capital Employed,0.1331,0.0632,0.1531,0.0747,0.07,0.0566,0.0333,0.1064,0.083,0.0035,,GLW,Information Technology,813.0,GLW,-0.008478181818584212,0.33302153978658844,0.04219816228226059,651.0,405.0,220.9,749.0
239,3833,STZ,Return on Capital Employed,0.2057,0.1085,0.1231,0.1523,0.1432,0.1722,-0.0207,0.112,0.0288,0.0361,0.1162,STZ,Consumer Staples,698.5,STZ,-0.015938181818937133,0.4648530128690461,0.06714411068738643,727.0,602.0,233.23333333333332,775.0
240,3849,CCI,Return on Capital Employed,0.0435,0.0501,0.0409,0.0299,0.0374,0.0397,0.0473,0.0473,0.0653,0.0654,,CCI,Real Estate,555.0,CCI,0.0023636363637479997,0.3940956848776703,0.010814508772940174,200.0,67.0,95.51666666666667,173.0
241,3865,CCK,Return on Capital Employed,0.1003,0.1183,0.138,0.1317,0.0915,0.091,0.0905,-0.0171,0.1209,0.1023,,CCK,Materials,391.0,CCK,0.0,0.13229214987864335,0.041322637863524636,387.5,397.0,129.99166666666667,349.0
242,3881,CMI,Return on Capital Employed,0.2053,0.1782,0.1813,0.1977,0.2225,0.2178,0.1483,0.1702,0.1582,0.0993,,CMI,Industrials,405.0,CMI,-0.007893333333700736,0.4200449408722339,0.034981589443591615,645.0,337.0,175.60000000000002,579.0
243,3897,CSX,Return on Capital Employed,0.116,0.1113,0.0995,0.109,0.142,0.1399,0.116,0.1481,0.1561,0.1434,,CSX,Industrials,257.0,CSX,0.0049824242426588575,0.5837556297223933,0.018730619317043416,168.0,159.0,64.45,94.0
244,3913,CUBE,Return on Capital Employed,0.0437,0.0557,0.0574,0.0768,0.0703,0.064,0.0553,0.0515,0.0654,0.0871,,CUBE,Real Estate,458.0,CUBE,0.002170909091012237,0.2628521292525252,0.012162220192053751,201.0,86.0,86.95,152.0
245,3929,CVS,Return on Capital Employed,0.1501,0.1345,0.1424,0.1445,0.0264,0.0712,0.075,0.0789,0.0511,0.081,,CVS,Health Care,486.0,CVS,-0.010223636364122412,0.49713940557738623,0.041647915914244736,671.0,401.0,191.66666666666666,648.0
246,3945,CW,Return on Capital Employed,0.08,0.1056,0.13,0.1289,0.152,0.1417,0.093,0.1159,0.1254,0.1349,,CW,Industrials,281.5,CW,0.0,0.133674252958915,0.02114938296972278,387.5,178.0,108.09166666666668,230.0
247,3961,DAL,Return on Capital Employed,0.0464,0.2145,0.1949,0.1698,0.1316,0.1466,-0.2612,0.0326,0.0635,0.1364,,DAL,Industrials,278.0,DAL,0.0,0.0978091645709499,0.13005260051225426,387.5,786.0,138.14166666666668,410.0
248,3977,DAR,Return on Capital Employed,0.0454,0.0455,0.0499,0.0337,0.046,0.0968,0.0856,0.163,0.1242,0.096,,DAR,Consumer Staples,419.0,DAR,0.010777575758085202,0.5994535281306248,0.03998253243605262,114.0,389.0,82.24999999999999,139.0
249,3993,DAY,Return on Capital Employed,,-0.0034,0.0005,0.0135,0.0125,0.0246,0.0018,-0.0159,-0.0101,0.0359,,DAY,Industrials,700.5,DAY,,,0.015671275917706538,,126.0,,
250,4009,DDOG,Return on Capital Employed,,,,-0.0303,-0.1517,-0.0191,0.0052,0.0014,-0.0111,0.0227,,DDOG,Information Technology,759.0,DDOG,,,0.05369806365984091,,503.0,,
251,4025,DE,Return on Capital Employed,0.136,0.0922,0.0771,0.0935,0.1181,0.1158,0.0984,0.1532,0.1792,0.2458,,DE,Industrials,102.0,DE,0.012061212121770666,0.5151485547205098,0.048267153427563964,100.0,456.0,51.333333333333336,31.5
252,4041,DECK,Return on Capital Employed,0.2182,0.2248,0.1565,0.0003,0.2095,0.2835,0.2363,0.2987,0.3165,0.3252,0.4063,DECK,Consumer Discretionary,46.0,DECK,0.01877515151603904,0.3511240984431885,0.09100811227577463,64.0,700.0,51.333333333333336,31.5
253,4057,DHI,Return on Capital Employed,0.0925,0.1157,0.1331,0.1495,0.1665,0.1654,0.1908,0.2663,0.2928,0.2274,,DHI,Consumer Discretionary,122.0,DHI,0.01965212121304904,0.8417752404884032,0.061523117606311205,63.0,568.0,52.15,38.0
254,4073,DHR,Return on Capital Employed,0.1141,0.101,0.0832,0.0746,0.0803,0.0698,0.0694,0.1056,0.1119,0.0771,,DHR,Health Care,501.5,DHR,0.0,0.03175151728478043,0.01668586227918713,387.5,141.0,128.24166666666667,344.0
255,4089,DRI,Return on Capital Employed,0.0752,0.1837,0.1881,0.1602,0.186,0.1881,-0.0121,0.0725,0.1402,0.1422,0.1221,DRI,Consumer Discretionary,260.0,DRI,0.0,0.04734725405250162,0.06354482591053343,387.5,582.0,126.14166666666667,327.0
256,4105,DVA,Return on Capital Employed,0.0996,0.0604,0.1091,0.0892,0.108,0.1027,0.0959,0.1067,0.0925,0.0812,,DVA,Health Care,484.0,DVA,0.0,0.005773022424433116,0.014181822872959597,387.5,113.0,125.09166666666668,321.0
257,4121,DVN,Return on Capital Employed,0.1007,-0.7624,-0.1104,0.0451,0.22,0.012,-0.3342,0.1821,0.394,0.2243,,DVN,Energy,125.0,DVN,0.05650787879054937,0.2622607214572409,0.31693438059005213,15.0,890.0,59.75,76.5
258,4137,DXCM,Return on Capital Employed,-0.1493,-0.2537,-0.2137,-0.0468,-0.0613,0.0808,0.0842,0.0666,0.1152,0.1552,,DXCM,Health Care,229.0,DXCM,0.043996363638444835,0.8462034595990973,0.1373745740666736,23.0,797.0,66.96666666666667,100.0
259,4153,XRAY,Return on Capital Employed,0.1128,0.0978,0.0437,-0.1683,-0.12,0.0492,-0.0015,0.0752,-0.1537,-0.0187,,XRAY,Health Care,844.0,XRAY,0.0,0.1381762272635242,0.0991349307761901,387.5,728.0,191.8416666666667,650.0
260,4169,D,Return on Capital Employed,0.0627,0.0732,0.0597,0.0623,0.0643,0.0384,0.0328,0.057,0.0223,0.0516,,D,Utilities,626.5,D,-0.0035400000001684774,0.44189457946034394,0.015295754312880421,582.0,124.0,175.54999999999998,577.0
261,4185,DASH,Return on Capital Employed,,,,,-0.3421,-0.4933,-0.086,-0.0889,-0.1928,-0.0505,,DASH,Consumer Discretionary,862.0,DASH,,,0.1599373696864564,,832.0,,
262,4201,DBX,Return on Capital Employed,,-0.6792,-0.5557,-0.3961,-0.5522,-0.0235,-0.1842,0.1535,0.1024,0.3099,,DBX,Information Technology,55.0,DBX,,,0.3377035335071428,,896.0,,
263,4217,DCI,Return on Capital Employed,0.2783,0.2432,0.2234,0.2283,0.2554,0.2381,0.1919,0.2197,0.23,0.2422,0.2611,DCI,Industrials,106.5,DCI,-0.0034078787880408995,0.20317059992432307,0.021716042457132934,578.0,185.0,125.86666666666667,325.0
264,4233,DFS,Return on Capital Employed,0.1589,0.1352,0.1596,0.1623,0.1801,0.1245,0.0787,0.075,0.0703,0.0322,,DFS,Financials,714.0,DFS,-0.014084848485512901,0.7245139761312136,0.04752868186684752,712.0,447.0,224.2833333333333,762.0
265,4249,DG,Return on Capital Employed,0.1915,0.2094,0.228,0.2098,0.2076,0.1259,0.1764,0.1583,0.1435,0.0905,,DG,Consumer Staples,445.0,DG,-0.01151939393994437,0.6308213508662344,0.04165847932894334,690.0,403.0,191.15,644.0
266,4265,DIS,Return on Capital Employed,0.1653,0.1881,0.1959,0.1809,0.1837,0.0888,-0.0037,0.02,0.0362,0.0327,,DIS,Communication Services,712.0,DIS,-0.02293878787987811,0.724967736662276,0.0773816703102227,768.0,658.0,244.9,787.0
267,4281,DKNG,Return on Capital Employed,,,,-3.4955,-0.7357,-1.8798,-0.293,-0.4828,-0.5098,-0.3295,,DKNG,Consumer Discretionary,925.0,DKNG,,,1.0989161279763486,,924.0,,
268,4297,DKS,Return on Capital Employed,0.2413,0.2259,0.1745,0.1833,0.1648,0.0933,0.1462,0.3243,0.2329,0.1857,,DKS,Consumer Discretionary,171.0,DKS,0.0,0.0011254749829046062,0.059568545391003126,387.5,552.0,115.74166666666667,275.0
269,4313,DLB,Return on Capital Employed,0.1525,0.1257,0.1123,0.112,0.1309,0.1122,0.0904,0.1245,0.0895,0.0555,,DLB,Information Technology,602.0,DLB,-0.006963030303369689,0.6167408325374517,0.025466772469239205,633.0,220.0,187.25,626.0
270,4329,DLR,Return on Capital Employed,0.0479,0.052,0.0615,0.0262,0.0316,0.0438,0.0219,0.061,0.0191,0.0372,,DLR,Real Estate,690.0,DLR,-0.001998787878886838,0.15281366254347561,0.014686306547256871,556.0,118.0,176.83333333333334,585.0
271,4345,DLTR,Return on Capital Employed,0.3928,0.0759,0.1254,0.1489,-0.0823,0.0787,0.1112,0.1032,0.119,-0.0506,,DLTR,Consumer Staples,863.0,DLTR,-0.022739393940471853,0.29185828414468906,0.12089820346059738,765.0,778.0,265.45000000000005,798.0
272,4361,DOCS,Return on Capital Employed,,,,,,0.142,0.2826,0.386,0.129,0.1254,0.1987,DOCS,Health Care,314.5,DOCS,,,0.10444512434766881,,737.0,,
273,4377,DOCU,Return on Capital Employed,,,-0.4177,-0.4981,-0.1971,-0.3797,-0.1456,-0.1598,-0.0517,-0.1038,0.0767,DOCU,Information Technology,891.0,DOCU,,,0.15360657894032403,,824.0,,
274,4393,DOV,Return on Capital Employed,0.1734,0.1663,0.101,0.1339,0.1278,0.14,0.1286,0.1849,0.1728,0.1584,,DOV,Industrials,220.0,DOV,0.0,0.05108296444625027,0.025131711044017676,387.5,214.0,103.74166666666667,212.0
275,4409,DOW,Return on Capital Employed,,,,0.0443,0.1085,-0.0063,0.0562,0.1765,0.1359,0.0277,,DOW,Materials,744.5,DOW,,,0.06003684243012445,,556.0,,
276,4425,DPZ,Return on Capital Employed,0.9769,0.9573,1.4547,1.1921,1.0898,0.678,0.6619,0.7559,0.7207,0.7529,,DPZ,Consumer Discretionary,2.0,DPZ,-0.055567272729971015,0.41556263046375086,0.2475869859261589,806.0,879.0,191.91666666666666,651.0
277,4441,DRVN,Return on Capital Employed,,,,,0.0424,0.0404,0.0236,0.0205,0.0304,-0.1214,,DRVN,Industrials,897.0,DRVN,,,0.0575245575578137,,527.0,,
278,4457,DTM,Return on Capital Employed,,,,,0.1198,0.08,0.107,0.0655,0.0739,0.0746,,DTM,Energy,514.0,DTM,,,0.019630843079195555,,169.0,,
279,4473,DV,Return on Capital Employed,,,,,0.013,0.0934,0.0466,0.0323,0.0623,0.0836,,DV,Information Technology,472.5,DV,,,0.02797445263092738,,245.0,,
280,4489,DD,Return on Capital Employed,0.1081,0.1897,0.0775,0.0124,0.0419,0.0032,-0.0322,0.0468,0.0517,0.0223,,DD,Materials,761.0,DD,-0.012510303030896395,0.3709349551879353,0.058999172875558184,696.0,543.0,230.85000000000002,774.0
281,4505,DNB,Return on Capital Employed,0.4093,0.213,0.1679,0.2662,0.5175,-0.0464,0.0062,0.0179,0.0198,0.0174,,DNB,Industrials,780.5,DNB,-0.04226303030502746,0.4458213283397201,0.18180557087174198,796.0,847.0,266.3333333333333,800.0
282,4521,DT,Return on Capital Employed,,,,-0.0986,0.1592,-0.0814,-0.1115,0.0572,0.0488,0.054,0.0893,DT,Information Technology,614.5,DT,,,0.09455495540603219,,714.0,,
283,4537,DUK,Return on Capital Employed,0.0473,0.0524,0.0431,0.0498,0.04,0.0449,0.0226,0.0415,0.0332,0.0394,,DUK,Utilities,682.0,DUK,-0.001758787878872091,0.3819469124158449,0.008174080988098907,554.0,44.0,171.9666666666667,562.0
284,4553,DXC,Return on Capital Employed,0.14,-0.0261,0.0603,-0.014,0.076,0.0932,-0.2675,0.0731,0.0999,-0.0643,0.0435,DXC,Information Technology,871.5,DXC,0.0,0.06402453628469684,0.1125519719951632,387.5,761.0,196.24166666666667,664.0
285,4569,EA,Return on Capital Employed,0.0111,0.2838,0.1955,0.2367,0.2447,0.1677,0.1835,0.1027,0.1107,0.1297,0.1594,EA,Communication Services,299.5,EA,0.0,0.036901219934031615,0.07656459299180007,387.5,653.0,133.64166666666668,376.0
286,4585,EBAY,Return on Capital Employed,0.1324,0.15,0.1928,0.1143,0.1659,0.1806,0.2454,0.0303,-0.0866,0.2317,,EBAY,Consumer Discretionary,117.0,EBAY,0.0,0.0465592716410691,0.09414793465605073,387.5,713.0,118.39166666666667,292.0
287,4601,ECL,Return on Capital Employed,0.1284,0.1114,0.1239,0.1212,0.123,0.1196,0.0955,0.0917,0.091,0.1194,,ECL,Materials,333.0,ECL,-0.002820000000130481,0.3542837918619913,0.013608192385471332,570.0,104.0,143.0,436.0
288,4617,EGP,Return on Capital Employed,0.0843,0.0813,0.107,0.0918,0.0858,0.0674,0.0566,0.0661,0.0495,0.0673,,EGP,Real Estate,544.5,EGP,-0.0042672727274764245,0.5504743024637024,0.01651995460042188,594.0,139.0,170.30000000000004,552.0
289,4633,EIX,Return on Capital Employed,0.061,0.0479,0.0483,0.0354,-0.006,0.0334,0.0248,0.0259,0.027,0.0427,,EIX,Utilities,671.0,EIX,-0.0025175757576946342,0.17407131585957814,0.017331889683470755,564.0,148.0,177.9,591.0
290,4649,ELAN,Return on Capital Employed,,,-0.003,-0.028,0.018,0.0192,-0.0334,-0.0223,0.0127,-0.07,,ELAN,Health Care,876.0,ELAN,,,0.029012928152808017,,258.0,,
291,4665,ELV,Return on Capital Employed,0.1007,0.1075,0.1038,0.0869,0.1035,0.1102,0.1036,0.1159,0.1347,0.1302,,ELV,Health Care,297.0,ELV,0.0034739393940965606,0.5531037677786714,0.013416706004083118,188.0,102.0,69.26666666666667,108.0
292,4681,EME,Return on Capital Employed,0.1336,0.1348,0.1283,0.1428,0.1714,0.1599,0.0896,0.1735,0.2054,0.2878,,EME,Industrials,65.0,EME,0.011738787879337942,0.4335509353432887,0.051207098140785126,104.0,482.0,49.666666666666664,23.0
293,4697,EMN,Return on Capital Employed,0.0835,0.1023,0.0966,0.1097,0.109,0.0786,0.0519,0.1012,0.1013,0.1099,,EMN,Materials,366.0,EMN,0.0,0.0024857846483223867,0.01738763928772391,387.5,149.0,115.09166666666668,272.0
294,4713,ESI,Return on Capital Employed,0.0003,-0.0021,0.0369,0.0057,0.0013,0.0606,0.0344,0.0647,0.0711,0.0392,,ESI,Materials,683.0,ESI,0.006950909091236849,0.5465281696116012,0.027006127082571465,154.0,229.0,107.98333333333335,229.0
295,4729,ESTC,Return on Capital Employed,,,,-0.5919,-0.8523,-0.347,-0.3506,-0.2323,-0.1687,-0.1867,-0.0705,ESTC,Information Technology,908.0,ESTC,,,0.23085558079386656,,874.0,,
296,4745,ETN,Return on Capital Employed,0.0702,0.0899,0.0945,0.1312,0.1039,0.1021,0.073,0.1133,0.1065,0.1313,,ETN,Industrials,292.0,ETN,0.0035375757577392653,0.2636530840855813,0.01978865584116314,186.0,170.0,71.8,113.0
297,4761,EW,Return on Capital Employed,0.3737,0.1763,0.1876,0.2415,0.1707,0.2125,0.147,0.2303,0.2457,0.1982,,EW,Health Care,153.0,EW,0.0,0.1057253882022613,0.06006307101705673,387.5,558.0,114.24166666666667,268.5
298,4777,EWBC,Return on Capital Employed,0.0185,0.0211,0.0195,0.0277,0.0264,0.0286,0.0174,0.0188,0.0264,0.0448,,EWBC,Financials,660.5,EWBC,0.0014642424243122387,0.29477329590652346,0.007746328162426376,216.0,38.0,107.55000000000001,226.0
299,4793,EXP,Return on Capital Employed,0.1559,0.1338,0.1572,0.1369,0.0543,0.0301,0.1775,0.2133,0.2429,0.2411,,EXP,Materials,108.5,EXP,0.011567272727813745,0.24227188348711348,0.06750041481354023,106.0,607.0,60.633333333333326,79.0
300,4809,EFX,Return on Capital Employed,0.1652,0.1779,0.1506,0.149,0.0717,-0.0491,0.1151,0.1246,0.1163,0.0929,,EFX,Industrials,435.0,EFX,-0.008693333333746734,0.16339748968244427,0.06177185119453682,656.0,571.0,192.3166666666667,653.0
301,4825,EHC,Return on Capital Employed,0.1451,0.1119,0.1387,0.1305,0.1226,0.1183,0.0999,0.1171,0.1081,0.1177,,EHC,Health Care,341.0,EHC,-0.0028927272728578295,0.40259968988473627,0.013094766130023094,571.0,93.0,143.43333333333334,438.0
302,4841,EL,Return on Capital Employed,0.3136,0.2648,0.2476,0.1959,0.2267,0.2843,0.0948,0.2099,0.211,0.096,0.0664,EL,Consumer Staples,419.0,EL,-0.016783030303841463,0.4921477945901054,0.06871468838610853,733.0,615.0,207.03333333333333,707.0
303,4857,ELS,Return on Capital Employed,0.1122,0.1134,0.1206,0.1234,0.0919,0.1079,0.0882,0.0872,0.0882,0.0876,,ELS,Real Estate,455.0,ELS,-0.00396606060625069,0.6547454622756944,0.014078295351355574,591.0,112.0,159.45000000000002,510.0
304,4873,ENOV,Return on Capital Employed,0.064,0.0472,0.0419,0.0417,0.0341,0.026,0.0248,0.0318,0.0059,-0.0065,,ENOV,Health Care,830.0,ENOV,-0.006260000000295028,0.8750525427724557,0.019221365716306425,615.0,165.0,204.0,695.0
305,4889,ENPH,Return on Capital Employed,-0.058,-0.218,-0.7823,-0.4832,-0.0031,0.1942,0.2108,0.1013,0.1887,0.1831,,ENPH,Information Technology,177.0,ENPH,0.0709945454579065,0.41028136919385205,0.31835454842046784,6.0,892.0,63.4,91.0
306,4905,ENTG,Return on Capital Employed,0.0122,0.0868,0.1089,0.1284,0.139,0.16,0.1538,0.1849,0.0486,0.0584,,ENTG,Information Technology,588.5,ENTG,0.0,0.042801902772626854,0.0526390729401649,387.5,494.0,154.59166666666667,489.0
307,4921,EOG,Return on Capital Employed,0.1656,-0.2657,-0.0465,0.0345,0.1485,0.1143,-0.0165,0.1787,0.2811,0.2473,,EOG,Energy,99.0,EOG,0.03334363636521312,0.38524495724518104,0.15430196401860866,32.0,826.0,57.06666666666666,61.0
308,4937,EPAM,Return on Capital Employed,0.1856,0.163,0.1562,0.163,0.1852,0.1613,0.1678,0.1939,0.1586,0.1447,,EPAM,Information Technology,250.5,EPAM,0.0,0.0684165951777348,0.014634824904999713,387.5,116.0,101.89166666666667,198.0
309,4953,EPR,Return on Capital Employed,0.0742,0.0678,0.0691,0.0669,0.0692,0.0463,0.0065,0.044,0.0552,0.0563,,EPR,Real Estate,599.0,EPR,-0.003508484848651116,0.2803641833296585,0.019032038776757472,581.0,164.0,174.61666666666667,573.0
310,4969,EQH,Return on Capital Employed,,0.0013,0.0081,0.0046,0.0108,-0.0073,-0.0032,0.0003,0.0118,0.0024,,EQH,Financials,815.0,EQH,,,0.005977364711048581,,20.0,,
311,4985,EQIX,Return on Capital Employed,0.0497,0.0586,0.0487,0.0439,0.051,0.0538,0.0369,0.0359,0.0416,0.0543,,EQIX,Real Estate,613.0,EQIX,0.0,0.1481493084635963,0.007227198627407441,387.5,33.0,133.99166666666667,380.0
312,5001,EQR,Return on Capital Employed,0.0491,0.059,0.2355,0.0496,0.0549,0.0687,0.0657,0.0786,0.0539,0.0585,,EQR,Real Estate,587.0,EQR,0.0,0.04816635007483183,0.053420599959191774,387.5,499.0,154.6916666666667,490.0
313,5017,EQT,Return on Capital Employed,0.0657,0.0255,-0.0388,0.0211,-0.1477,-0.08,-0.0608,-0.0774,0.1359,0.1,,EQT,Energy,399.0,EQT,0.0,0.020963889998714236,0.08542228339256684,387.5,678.0,144.84166666666667,447.0
314,5033,ESAB,Return on Capital Employed,,,,,,0.0712,0.0695,0.1101,0.0809,0.1176,,ESAB,Industrials,342.0,ESAB,,,0.02011055444287899,,171.0,,
315,5049,ESS,Return on Capital Employed,0.0455,0.0599,0.0531,0.0881,0.0651,0.0514,0.0612,0.055,0.0483,0.0536,,ESS,Real Estate,618.0,ESS,0.0,0.019995456833612146,0.011473430175845407,387.5,75.0,136.59166666666667,399.5
316,5065,ETR,Return on Capital Employed,0.051,-0.0038,-0.0168,0.0391,0.0124,0.0397,0.0405,0.0403,0.0392,0.0502,,ETR,Utilities,634.0,ETR,0.0037018181819930343,0.22780942884532984,0.022276974659948778,185.0,188.0,106.71666666666665,221.0
317,5081,ETSY,Return on Capital Employed,-0.0466,-0.056,0.0087,0.0863,0.0978,0.0775,0.2091,0.1497,-0.3234,0.1554,,ETSY,Consumer Discretionary,228.0,ETSY,0.0,0.014381096664003667,0.14505841064895203,387.5,812.0,134.4416666666667,382.0
318,5097,NVST,Return on Capital Employed,,,,0.0721,0.0579,0.0512,0.0062,0.0575,0.0612,0.0015,,NVST,Health Care,817.0,NVST,,,0.02604341743774681,,226.0,,
319,5113,WTRG,Return on Capital Employed,0.0646,0.0529,0.0573,0.057,0.0422,0.0373,0.0346,0.045,0.0469,0.0446,,WTRG,Utilities,662.5,WTRG,-0.002155151515252538,0.46962284102087815,0.00903296186198082,558.0,51.0,171.10000000000002,555.0
320,5129,EG,Return on Capital Employed,0.1762,0.1259,0.1305,0.0485,-0.0229,0.0425,0.0194,0.0457,0.0186,0.0984,,EG,Financials,408.0,EG,-0.011498181818723351,0.3163132438759779,0.05872154289526119,686.0,540.0,193.5666666666667,656.0
321,5145,ES,Return on Capital Employed,0.0619,0.0649,0.0668,0.0609,0.0534,0.0457,0.0507,0.0503,0.0546,0.0125,,ES,Utilities,794.0,ES,-0.0038636363638228717,0.5660609503719125,0.014749986440671735,588.0,119.0,193.15,655.0
322,5161,EVR,Return on Capital Employed,0.1214,0.0954,0.1493,0.2604,0.2412,0.1634,0.1538,0.2701,0.1874,0.1216,,EVR,Financials,327.0,EVR,0.0,0.06442652902560608,0.058445649966443185,387.5,538.0,130.64166666666668,355.0
323,5177,EVRG,Return on Capital Employed,0.0682,0.0629,0.0664,0.0598,0.0385,0.0483,0.0446,0.0539,0.0463,0.0457,,EVRG,Utilities,652.0,EVRG,-0.002527272727395584,0.5519831511007094,0.009770486170094095,565.0,58.0,171.68333333333337,560.0
324,5193,EXAS,Return on Capital Employed,-0.3524,-0.4904,-0.5148,-0.2156,-0.0997,-0.0634,-0.175,-0.1336,-0.1054,-0.0298,,EXAS,Health Care,852.0,EXAS,0.046439393941590676,0.6462155407289585,0.16592996384016964,20.0,834.0,130.5666666666667,354.0
325,5209,EXC,Return on Capital Employed,0.043,0.0512,0.0338,0.0491,0.034,0.0481,0.0341,0.0259,0.0468,0.0482,,EXC,Utilities,642.0,EXC,0.0,0.013106234655524518,0.008271855898164572,387.5,45.0,137.49166666666667,405.0
326,5225,EXEL,Return on Capital Employed,-1.4101,-0.432,-0.0156,0.3097,0.3433,0.2284,0.0677,0.1291,0.0657,0.1011,,EXEL,Health Care,395.0,EXEL,0.10283212121698515,0.35762075653002534,0.4939061227601861,4.0,915.0,85.98333333333333,148.0
327,5241,EXPD,Return on Capital Employed,0.3246,0.4328,0.3744,0.3611,0.4205,0.3147,0.3146,0.4948,0.5248,0.3621,,EXPD,Industrials,38.0,EXPD,0.0,0.10997043566419384,0.07024672519057384,387.5,621.0,105.89166666666667,217.5
328,5257,EXPE,Return on Capital Employed,0.1216,0.1142,0.0487,0.0569,0.0685,0.0879,-0.2101,0.0256,0.0764,0.1392,,EXPE,Consumer Discretionary,268.0,EXPE,0.0,0.03470486722536381,0.09375159145315881,387.5,709.0,133.29166666666666,373.0
329,5273,EXR,Return on Capital Employed,0.064,0.0503,0.0786,0.0883,0.0797,0.0758,0.0808,0.1042,0.1002,0.0154,,EXR,Real Estate,786.0,EXR,0.0,9.202979414202339e-05,0.024496981446700736,387.5,211.0,160.19166666666666,513.0
330,5289,FAST,Return on Capital Employed,0.3974,0.384,0.3327,0.3447,0.3466,0.3249,0.3408,0.3366,0.3869,0.4032,,FAST,Industrials,25.0,FAST,0.0,0.0013220142952602432,0.02805579441042438,387.5,247.0,85.89166666666667,146.0
